DTC: 60 , AVERAGE U: 1.41
========
DTC: 60 , AVERAGE e: 0.84
No.  T_h_i    T_h_o   T_c_i   T_c_o
 19   59.97    44.40   19.90   45.89
 20   59.56    44.85   19.93   46.70
 21   59.70    45.13   19.84   45.09
 22   59.86    45.88   19.83   44.13
 23   59.96    47.23   19.93   45.38
 24   59.59    45.27   19.93   46.70
 25   59.53    45.47   19.89   46.59
 26   59.86    46.19   19.86   46.96
 27   59.46    45.98   19.92   45.39
 28   59.46    44.63   19.85   44.81
 29   59.77    45.92   19.93   45.65
 30   59.51    45.66   19.80   45.63
 31   59.84    45.40   19.90   45.22
 32   59.67    46.83   19.91   47.20
 33   59.45    45.94   19.88   45.29
 34   59.52    45.46   19.87   46.64
 35   59.76    46.65   19.80   45.62
 36   59.56    45.72   19.99   44.01
 37   59.85    45.34   19.93   43.98
 38   59.58    45.76   19.91   45.59
 39   59.94    47.11   19.92   45.83
 40   59.52    45.33   19.90   47.04
 41   59.63    47.33   19.91   45.65
 42   59.54    47.19   19.90   45.85
 43   59.41    44.89   19.83   45.76
 44   59.42    43.75   19.85   46.41
 45   59.67    45.43   19.98   45.57
 46   59.83    46.78   19.97   47.62
 47   59.74    46.12   19.86   45.05
 48   59.55    46.08   19.93   46.70
 49   59.85    44.55   19.82   45.27
 50   59.73    45.41   19.88   46.40
 51   59.82    47.03   20.00   43.81
 52   59.94    45.60   19.81   45.96
 53   59.51    45.53   19.88   45.63
 54   59.87    47.10   19.83   43.03
 55   59.58    45.16   19.85   46.66
 56   59.51    45.58   19.81   47.22
 57   59.85    46.04   19.81   45.15
 58   59.75    46.33   19.85   43.60
 59   59.63    44.91   19.92   46.61
 60   59.59    45.33   19.94   44.86
 61   59.73    45.60   19.95   46.41
 62   59.51    46.62   19.94   45.26
 63   59.81    46.04   19.90   44.42
 64   59.70    44.74   19.98   45.71
 65   59.76    46.33   19.86   43.58
 66   59.60    45.62   19.97   46.58
 67   59.52    44.57   19.98   46.39
 68   59.68    43.19   19.89   45.16
 69   59.78    46.63   19.80   45.94
 70   59.82    45.51   19.95   44.72
 71   59.90    44.33   19.90   44.38
 72   59.64    43.89   19.95   45.70
 73   59.69    45.49   19.97   46.44
 74   59.48    46.63   19.93   46.50
 75   59.48    45.61   19.95   46.76
 76   59.76    46.42   19.86   46.75
 77   59.73    45.95   19.83   46.24
 78   59.67    44.57   19.91   45.02
 79   59.53    46.05   19.85   46.45
 80   59.78    45.74   20.00   43.66
 81   59.88    46.37   19.83   44.63
 82   59.77    46.38   19.82   46.42
 83   59.96    45.16   19.86   46.91
 84   59.94    48.61   19.90   47.43
 85   59.89    45.43   19.94   47.28
 86   59.85    45.06   19.93   45.01
 87   59.92    46.32   19.91   47.00
 88   59.54    47.18   19.93   46.29
 89   59.44    43.96   19.82   45.17
 90   59.97    46.36   19.92   46.35
 91   59.85    45.39   19.86   44.95
 92   59.96    46.12   19.86   45.18
 93   59.85    47.56   19.84   46.06
 94   59.84    45.35   19.83   47.29
 95   59.58    45.41   19.95   45.78
 96   59.81    45.68   19.82   46.05
 97   59.67    45.94   19.99   45.38
 98   59.49    46.95   19.93   45.72
 99   59.72    46.70   20.00   45.27
DTC: 60 , AVERAGE U: 24.81
========
DTC: 60 , AVERAGE e: 0.64
No.  T_h_i    T_h_o   T_c_i   T_c_o
  0   59.84    44.66   19.88   45.67
  1   59.86    47.01   19.84   47.95
  2   59.49    45.20   19.96   44.59
  3   59.56    46.18   19.93   45.13
  4   59.58    46.30   19.92   44.91
  5   59.91    44.91   19.95   46.35
  6   59.72    44.04   19.85   46.48
  7   59.48    44.09   19.81   45.85
  8   59.50    46.51   19.94   45.45
  9   59.42    45.80   19.83   46.39
 10   59.69    46.95   19.81   44.63
 11   59.97    44.70   19.95   43.52
 12   59.56    47.48   19.96   46.11
 13   59.87    45.44   19.89   44.15
 14   59.59    45.08   19.91   46.14
 15   59.51    47.50   19.99   46.20
 16   59.86    45.75   19.96   45.56
 17   59.41    46.46   19.83   45.83
 18   59.65    44.24   19.97   46.32
 19   59.95    46.33   19.93   42.81
 20   59.50    44.37   19.91   44.75
 21   59.42    46.73   19.98   45.18
 22   59.87    45.29   19.96   45.56
 23   59.65    44.86   19.94   44.93
 24   59.75    45.38   19.92   45.48
 25   59.70    43.38   19.87   46.28
 26   59.68    45.32   19.84   45.86
 27   59.43    45.61   19.92   46.17
 28   59.94    45.67   19.82   44.86
 29   59.63    45.55   19.93   44.48
 30   59.84    46.45   19.81   45.32
 31   59.55    46.50   19.88   46.56
 32   59.77    44.54   19.86   47.25
 33   59.81    45.94   19.90   45.69
 34   59.44    45.55   19.94   44.94
 35   59.93    45.87   19.81   43.66
 36   59.94    45.53   19.91   45.22
 37   59.59    44.22   19.89   45.74
 38   59.46    44.90   19.89   43.71
 39   59.97    45.99   19.92   44.21
 40   59.64    45.16   19.88   44.44
 41   59.46    42.73   19.94   44.02
 42   59.71    44.71   19.83   46.47
 43   59.88    45.40   19.86   47.00
 44   59.88    45.42   19.88   44.36
 45   59.88    44.89   19.90   45.55
 46   59.78    47.19   19.97   44.29
 47   59.73    45.10   20.00   47.35
 48   59.88    45.25   19.99   46.61
 49   59.76    44.81   19.94   44.98
 50   59.68    43.40   19.86   45.36
 51   59.43    44.75   19.86   45.60
 52   59.78    45.75   19.90   45.73
 53   59.96    46.90   19.90   46.76
 54   59.72    45.47   19.99   45.84
 55   59.94    45.28   19.95   47.75
 56   59.53    43.67   19.97   46.70
 57   59.58    44.13   19.94   45.11
 58   59.70    45.54   19.91   45.53
 59   59.98    45.83   19.94   46.21
 60   59.53    43.04   19.92   44.62
 61   59.98    44.06   19.89   44.54
 62   59.87    44.13   19.96   47.73
 63   59.85    44.96   19.93   47.38
 64   59.79    44.49   19.83   45.03
 65   59.54    44.81   19.99   45.10
 66   59.42    45.27   19.88   47.62
 67   59.43    45.88   19.85   46.12
 68   59.61    44.48   19.87   44.29
 69   59.85    45.43   19.89   44.89
 70   59.68    47.26   19.82   44.89
 71   59.98    45.43   19.82   44.41
 72   59.87    46.24   19.85   46.47
 73   59.75    45.47   19.83   44.50
 74   60.00    47.27   19.90   44.89
 75   59.60    46.57   19.95   45.22
 76   59.73    45.77   19.81   47.64
 77   59.91    45.84   19.87   44.89
 78   59.45    45.28   19.84   46.60
 79   59.50    45.93   19.94   45.03
 80   59.94    45.84   19.90   46.18
 81   59.92    44.77   19.90   44.83
 82   59.66    45.20   19.94   43.75
 83   59.43    46.52   19.97   46.57
 84   59.71    45.32   19.90   43.45
 85   59.65    45.98   19.81   46.26
 86   59.97    47.45   19.91   45.92
 87   59.50    46.03   19.85   43.85
 88   59.57    46.68   19.87   45.08
 89   59.61    43.93   19.93   43.84
 90   59.61    46.97   19.98   47.44
 91   59.50    43.98   19.93   44.91
 92   59.87    46.35   19.93   46.45
 93   59.64    44.04   19.99   46.32
 94   59.40    46.12   19.98   47.08
 95   59.89    46.47   19.96   44.77
 96   59.86    45.26   19.82   46.50
 97   59.62    45.11   19.81   44.91
 98   59.88    45.00   19.85   46.98
 99   59.84    43.46   19.86   44.95
DTC: 60 , AVERAGE U: 24.81
========
DTC: 60 , AVERAGE e: 0.64
No.  T_h_i    T_h_o   T_c_i   T_c_o
  0   59.84    44.66   19.88   45.67
  1   59.86    47.01   19.84   47.95
  2   59.49    45.20   19.96   44.59
  3   59.56    46.18   19.93   45.13
  4   59.58    46.30   19.92   44.91
  5   59.91    44.91   19.95   46.35
  6   59.72    44.04   19.85   46.48
  7   59.48    44.09   19.81   45.85
  8   59.50    46.51   19.94   45.45
  9   59.42    45.80   19.83   46.39
 10   59.69    46.95   19.81   44.63
 11   59.97    44.70   19.95   43.52
 12   59.56    47.48   19.96   46.11
 13   59.87    45.44   19.89   44.15
 14   59.59    45.08   19.91   46.14
 15   59.51    47.50   19.99   46.20
 16   59.86    45.75   19.96   45.56
 17   59.41    46.46   19.83   45.83
 18   59.65    44.24   19.97   46.32
 19   59.95    46.33   19.93   42.81
 20   59.50    44.37   19.91   44.75
 21   59.42    46.73   19.98   45.18
 22   59.87    45.29   19.96   45.56
 23   59.65    44.86   19.94   44.93
 24   59.75    45.38   19.92   45.48
 25   59.70    43.38   19.87   46.28
 26   59.68    45.32   19.84   45.86
 27   59.43    45.61   19.92   46.17
 28   59.94    45.67   19.82   44.86
 29   59.63    45.55   19.93   44.48
 30   59.84    46.45   19.81   45.32
 31   59.55    46.50   19.88   46.56
 32   59.77    44.54   19.86   47.25
 33   59.81    45.94   19.90   45.69
 34   59.44    45.55   19.94   44.94
 35   59.93    45.87   19.81   43.66
 36   59.94    45.53   19.91   45.22
 37   59.59    44.22   19.89   45.74
 38   59.46    44.90   19.89   43.71
 39   59.97    45.99   19.92   44.21
 40   59.64    45.16   19.88   44.44
 41   59.46    42.73   19.94   44.02
 42   59.71    44.71   19.83   46.47
 43   59.88    45.40   19.86   47.00
 44   59.88    45.42   19.88   44.36
 45   59.88    44.89   19.90   45.55
 46   59.78    47.19   19.97   44.29
 47   59.73    45.10   20.00   47.35
 48   59.88    45.25   19.99   46.61
 49   59.76    44.81   19.94   44.98
 50   59.68    43.40   19.86   45.36
 51   59.43    44.75   19.86   45.60
 52   59.78    45.75   19.90   45.73
 53   59.96    46.90   19.90   46.76
 54   59.72    45.47   19.99   45.84
 55   59.94    45.28   19.95   47.75
 56   59.53    43.67   19.97   46.70
 57   59.58    44.13   19.94   45.11
 58   59.70    45.54   19.91   45.53
 59   59.98    45.83   19.94   46.21
 60   59.53    43.04   19.92   44.62
 61   59.98    44.06   19.89   44.54
 62   59.87    44.13   19.96   47.73
 63   59.85    44.96   19.93   47.38
 64   59.79    44.49   19.83   45.03
 65   59.54    44.81   19.99   45.10
 66   59.42    45.27   19.88   47.62
 67   59.43    45.88   19.85   46.12
 68   59.61    44.48   19.87   44.29
 69   59.85    45.43   19.89   44.89
 70   59.68    47.26   19.82   44.89
 71   59.98    45.43   19.82   44.41
 72   59.87    46.24   19.85   46.47
 73   59.75    45.47   19.83   44.50
 74   60.00    47.27   19.90   44.89
 75   59.60    46.57   19.95   45.22
 76   59.73    45.77   19.81   47.64
 77   59.91    45.84   19.87   44.89
 78   59.45    45.28   19.84   46.60
 79   59.50    45.93   19.94   45.03
 80   59.94    45.84   19.90   46.18
 81   59.92    44.77   19.90   44.83
 82   59.66    45.20   19.94   43.75
 83   59.43    46.52   19.97   46.57
 84   59.71    45.32   19.90   43.45
 85   59.65    45.98   19.81   46.26
 86   59.97    47.45   19.91   45.92
 87   59.50    46.03   19.85   43.85
 88   59.57    46.68   19.87   45.08
 89   59.61    43.93   19.93   43.84
 90   59.61    46.97   19.98   47.44
 91   59.50    43.98   19.93   44.91
 92   59.87    46.35   19.93   46.45
 93   59.64    44.04   19.99   46.32
 94   59.40    46.12   19.98   47.08
 95   59.89    46.47   19.96   44.77
 96   59.86    45.26   19.82   46.50
 97   59.62    45.11   19.81   44.91
 98   59.88    45.00   19.85   46.98
 99   59.84    43.46   19.86   44.95
DTC: 60 , AVERAGE U: 25.60
========
DTC: 60 , AVERAGE e: 0.64
No.  T_h_i    T_h_o   T_c_i   T_c_o
  0   59.61    46.16   19.84   44.90
  1   59.69    43.97   19.82   45.00
  2   59.85    44.93   19.84   45.64
  3   59.52    45.62   19.83   43.56
  4   59.98    44.21   19.94   44.65
  5   59.94    44.87   19.97   44.75
  6   59.79    44.53   19.97   44.68
  7   59.87    46.62   19.88   46.30
  8   59.60    45.89   19.98   46.05
  9   59.70    46.29   19.91   46.46
 10   59.90    46.12   19.94   45.40
 11   59.67    45.09   19.93   45.06
 12   59.48    44.70   19.92   47.15
 13   59.67    45.24   19.83   45.09
 14   59.98    45.57   19.90   44.78
 15   59.52    45.29   19.96   46.16
 16   59.93    45.36   19.94   45.68
 17   59.48    45.72   19.99   45.48
 18   59.91    45.08   19.95   46.61
 19   59.49    45.81   19.82   45.33
 20   59.85    45.44   19.85   46.38
 21   59.68    45.57   19.94   45.65
 22   59.54    46.42   19.99   44.64
 23   59.98    44.36   19.92   44.41
 24   59.63    44.88   19.91   45.03
 25   59.44    44.52   19.96   43.36
 26   59.62    46.07   19.99   44.59
 27   59.53    45.78   19.98   46.37
 28   59.92    44.62   19.91   44.73
 29   59.42    44.32   19.84   44.95
 30   59.89    45.45   19.81   45.83
 31   59.51    45.43   19.88   43.16
 32   59.96    45.70   19.83   45.14
 33   59.70    45.65   19.90   44.50
 34   59.47    44.32   19.99   45.02
 35   59.66    46.02   19.99   44.56
 36   59.82    46.01   19.87   44.78
 37   59.41    47.41   19.90   45.06
 38   59.49    45.41   19.88   44.67
 39   59.95    45.96   19.99   43.29
 40   59.89    45.10   19.85   45.30
 41   59.86    43.97   19.98   45.57
 42   59.68    45.35   19.96   44.85
 43   60.00    45.15   19.97   46.15
 44   59.60    44.42   19.97   46.25
 45   59.97    44.53   19.95   45.06
 46   59.68    46.66   19.82   45.64
 47   59.67    45.18   19.82   47.18
 48   59.47    44.73   19.85   44.93
 49   59.92    44.48   19.98   45.45
 50   59.59    45.80   19.97   45.38
 51   59.97    45.24   19.81   44.66
 52   59.68    46.88   19.89   44.00
 53   59.80    44.24   19.90   44.22
 54   59.78    44.32   19.97   46.40
 55   59.78    45.20   19.88   44.52
 56   59.51    45.10   19.94   44.99
 57   59.69    43.86   19.96   43.16
 58   59.40    47.14   19.90   43.66
 59   59.77    43.52   19.96   44.52
 60   59.60    44.45   19.93   45.82
 61   59.88    45.51   19.92   45.03
 62   59.94    45.09   19.97   46.20
 63   59.72    44.14   19.90   45.46
 64   59.44    44.78   19.82   44.04
 65   59.98    46.48   19.82   46.14
 66   59.51    45.37   19.97   45.73
 67   59.62    44.57   19.89   44.93
 68   59.91    47.00   19.88   45.81
 69   59.56    44.44   19.94   46.05
 70   59.50    41.99   19.81   44.55
 71   59.76    45.42   19.80   45.12
 72   59.54    46.17   19.88   46.21
 73   59.74    45.30   19.85   45.16
 74   59.53    44.18   19.85   46.17
 75   59.87    45.47   19.96   45.96
 76   59.44    45.69   19.85   44.47
 77   59.90    43.84   19.93   46.98
 78   59.92    46.30   19.97   43.52
 79   60.00    47.54   19.81   46.47
 80   59.40    46.21   19.96   46.73
 81   59.76    45.32   19.81   46.29
 82   59.98    44.93   19.98   43.87
 83   59.96    45.78   19.95   44.49
 84   59.50    44.37   19.87   47.38
 85   59.89    43.76   19.81   44.70
 86   59.69    45.65   19.99   45.19
 87   59.61    46.97   19.93   44.49
 88   59.61    45.58   19.99   45.63
 89   59.87    44.07   19.97   43.69
 90   59.71    45.42   19.93   44.34
 91   59.65    45.38   19.83   46.50
 92   59.94    45.89   19.94   45.79
 93   59.85    46.72   19.93   46.03
 94   59.61    45.87   19.80   46.23
 95   59.84    45.11   19.88   46.25
 96   59.41    45.94   19.93   44.41
 97   59.78    45.69   19.88   44.57
 98   59.85    45.32   19.92   46.33
 99   59.68    44.31   19.90   46.28
DTC: 60 , AVERAGE U: 25.60
========
DTC: 60 , AVERAGE e: 0.64
No.  T_h_i    T_h_o   T_c_i   T_c_o
  0   59.61    46.16   19.84   44.90
  1   59.69    43.97   19.82   45.00
  2   59.85    44.93   19.84   45.64
  3   59.52    45.62   19.83   43.56
  4   59.98    44.21   19.94   44.65
  5   59.94    44.87   19.97   44.75
  6   59.79    44.53   19.97   44.68
  7   59.87    46.62   19.88   46.30
  8   59.60    45.89   19.98   46.05
  9   59.70    46.29   19.91   46.46
 10   59.90    46.12   19.94   45.40
 11   59.67    45.09   19.93   45.06
 12   59.48    44.70   19.92   47.15
 13   59.67    45.24   19.83   45.09
 14   59.98    45.57   19.90   44.78
 15   59.52    45.29   19.96   46.16
 16   59.93    45.36   19.94   45.68
 17   59.48    45.72   19.99   45.48
 18   59.91    45.08   19.95   46.61
 19   59.49    45.81   19.82   45.33
 20   59.85    45.44   19.85   46.38
 21   59.68    45.57   19.94   45.65
 22   59.54    46.42   19.99   44.64
 23   59.98    44.36   19.92   44.41
 24   59.63    44.88   19.91   45.03
 25   59.44    44.52   19.96   43.36
 26   59.62    46.07   19.99   44.59
 27   59.53    45.78   19.98   46.37
 28   59.92    44.62   19.91   44.73
 29   59.42    44.32   19.84   44.95
 30   59.89    45.45   19.81   45.83
 31   59.51    45.43   19.88   43.16
 32   59.96    45.70   19.83   45.14
 33   59.70    45.65   19.90   44.50
 34   59.47    44.32   19.99   45.02
 35   59.66    46.02   19.99   44.56
 36   59.82    46.01   19.87   44.78
 37   59.41    47.41   19.90   45.06
 38   59.49    45.41   19.88   44.67
 39   59.95    45.96   19.99   43.29
 40   59.89    45.10   19.85   45.30
 41   59.86    43.97   19.98   45.57
 42   59.68    45.35   19.96   44.85
 43   60.00    45.15   19.97   46.15
 44   59.60    44.42   19.97   46.25
 45   59.97    44.53   19.95   45.06
 46   59.68    46.66   19.82   45.64
 47   59.67    45.18   19.82   47.18
 48   59.47    44.73   19.85   44.93
 49   59.92    44.48   19.98   45.45
 50   59.59    45.80   19.97   45.38
 51   59.97    45.24   19.81   44.66
 52   59.68    46.88   19.89   44.00
 53   59.80    44.24   19.90   44.22
 54   59.78    44.32   19.97   46.40
 55   59.78    45.20   19.88   44.52
 56   59.51    45.10   19.94   44.99
 57   59.69    43.86   19.96   43.16
 58   59.40    47.14   19.90   43.66
 59   59.77    43.52   19.96   44.52
 60   59.60    44.45   19.93   45.82
 61   59.88    45.51   19.92   45.03
 62   59.94    45.09   19.97   46.20
 63   59.72    44.14   19.90   45.46
 64   59.44    44.78   19.82   44.04
 65   59.98    46.48   19.82   46.14
 66   59.51    45.37   19.97   45.73
 67   59.62    44.57   19.89   44.93
 68   59.91    47.00   19.88   45.81
 69   59.56    44.44   19.94   46.05
 70   59.50    41.99   19.81   44.55
 71   59.76    45.42   19.80   45.12
 72   59.54    46.17   19.88   46.21
 73   59.74    45.30   19.85   45.16
 74   59.53    44.18   19.85   46.17
 75   59.87    45.47   19.96   45.96
 76   59.44    45.69   19.85   44.47
 77   59.90    43.84   19.93   46.98
 78   59.92    46.30   19.97   43.52
 79   60.00    47.54   19.81   46.47
 80   59.40    46.21   19.96   46.73
 81   59.76    45.32   19.81   46.29
 82   59.98    44.93   19.98   43.87
 83   59.96    45.78   19.95   44.49
 84   59.50    44.37   19.87   47.38
 85   59.89    43.76   19.81   44.70
 86   59.69    45.65   19.99   45.19
 87   59.61    46.97   19.93   44.49
 88   59.61    45.58   19.99   45.63
 89   59.87    44.07   19.97   43.69
 90   59.71    45.42   19.93   44.34
 91   59.65    45.38   19.83   46.50
 92   59.94    45.89   19.94   45.79
 93   59.85    46.72   19.93   46.03
 94   59.61    45.87   19.80   46.23
 95   59.84    45.11   19.88   46.25
 96   59.41    45.94   19.93   44.41
 97   59.78    45.69   19.88   44.57
 98   59.85    45.32   19.92   46.33
 99   59.68    44.31   19.90   46.28
DTC: 60 , AVERAGE U: 26.47
========
DTC: 60 , AVERAGE e: 0.63
No.  T_h_i    T_h_o   T_c_i   T_c_o
  0   59.71    45.23   19.82   44.38
  1   59.42    43.42   19.94   45.84
  2   59.45    44.42   19.98   44.29
  3   59.63    44.80   19.92   44.14
  4   59.52    44.85   19.82   45.18
  5   59.83    47.08   19.99   44.42
  6   59.51    44.06   19.84   45.86
  7   59.95    45.10   19.82   43.60
  8   59.50    44.34   19.88   44.42
  9   59.74    44.07   19.93   44.51
 10   59.66    43.07   19.95   45.89
 11   59.50    43.37   19.86   44.97
 12   59.83    45.84   19.83   43.50
 13   59.97    43.64   19.92   45.83
 14   59.76    47.11   19.96   45.35
 15   59.95    46.61   19.86   44.54
 16   59.59    46.22   19.94   44.85
 17   59.71    45.89   19.88   46.11
 18   59.72    45.15   19.84   45.95
 19   59.60    45.56   19.93   45.29
 20   59.85    43.76   19.86   44.54
 21   59.44    45.00   19.82   43.62
 22   59.71    46.59   19.99   44.31
 23   59.61    47.33   19.88   44.10
 24   59.49    46.71   19.86   43.44
 25   59.58    44.70   19.91   47.46
 26   59.50    45.04   19.83   44.49
 27   59.57    45.18   19.91   45.87
 28   59.42    46.88   19.93   44.02
 29   59.97    44.89   19.84   46.09
 30   59.69    44.51   19.99   44.15
 31   59.55    42.83   19.94   44.88
 32   59.62    45.26   19.91   44.69
 33   59.75    43.70   19.95   45.22
 34   59.49    46.10   19.94   45.40
 35   59.49    45.89   19.80   46.00
 36   60.00    44.62   19.87   44.74
 37   59.66    45.89   19.86   46.46
 38   59.59    45.26   19.95   44.74
 39   59.79    45.14   19.98   45.52
 40   59.41    44.85   19.92   45.52
 41   59.61    46.67   19.81   42.50
 42   59.99    45.40   19.83   45.74
 43   59.75    45.40   19.88   46.14
 44   59.90    44.72   19.92   46.31
 45   59.65    46.08   19.84   43.59
 46   59.84    45.07   19.92   46.91
 47   59.46    46.99   19.93   44.37
 48   59.66    45.12   19.94   45.48
 49   59.85    44.40   19.96   45.09
 50   59.53    45.45   19.95   43.53
 51   59.63    44.74   19.81   45.40
 52   59.97    44.45   19.96   44.96
 53   59.66    44.84   19.96   44.22
 54   59.77    43.78   19.83   44.48
 55   59.61    44.45   19.82   45.16
 56   59.74    43.46   19.99   45.18
 57   59.47    43.01   19.98   42.61
 58   59.87    44.96   19.89   43.92
 59   59.87    44.15   19.85   44.16
 60   59.85    46.48   19.86   43.80
 61   59.77    45.49   20.00   45.25
 62   59.40    45.56   19.88   45.29
 63   59.46    46.44   19.91   44.73
 64   59.46    45.49   19.86   45.20
 65   59.65    43.74   19.97   46.90
 66   59.49    43.67   19.82   43.92
 67   59.46    46.27   19.92   45.77
 68   59.48    44.89   19.98   46.61
 69   59.84    43.51   19.94   45.98
 70   59.88    45.65   19.86   46.67
 71   59.68    46.00   19.83   43.12
 72   59.76    44.08   19.91   47.04
 73   59.96    43.89   19.96   44.14
 74   59.58    45.42   19.95   46.30
 75   59.57    45.29   19.92   44.20
 76   59.51    45.15   19.91   44.32
 77   59.40    43.93   19.80   44.62
 78   59.88    45.59   19.99   45.74
 79   59.70    44.30   19.85   47.04
 80   59.79    45.90   19.87   44.87
 81   59.78    44.66   19.94   44.59
 82   59.60    44.84   19.91   45.11
 83   59.68    44.74   19.87   44.07
 84   59.95    44.79   19.91   45.84
 85   59.76    44.55   19.85   43.69
 86   59.91    44.91   19.83   45.09
 87   59.51    46.09   19.88   46.80
 88   59.53    44.44   19.96   45.27
 89   59.75    45.74   19.87   45.70
 90   59.63    44.63   19.92   45.41
 91   59.83    43.73   19.80   45.53
 92   59.85    44.81   19.83   45.75
 93   59.52    45.15   19.83   45.11
 94   59.83    45.33   19.99   46.20
 95   59.54    43.87   19.94   43.89
 96   59.56    45.23   19.86   45.36
 97   59.95    43.47   19.96   44.46
 98   59.75    44.89   19.98   45.23
 99   59.61    45.68   19.88   45.58
DTC: 60 , AVERAGE U: 26.47
========
DTC: 60 , AVERAGE e: 0.63
No.  T_h_i    T_h_o   T_c_i   T_c_o
  0   59.71    45.23   19.82   44.38
  1   59.42    43.42   19.94   45.84
  2   59.45    44.42   19.98   44.29
  3   59.63    44.80   19.92   44.14
  4   59.52    44.85   19.82   45.18
  5   59.83    47.08   19.99   44.42
  6   59.51    44.06   19.84   45.86
  7   59.95    45.10   19.82   43.60
  8   59.50    44.34   19.88   44.42
  9   59.74    44.07   19.93   44.51
 10   59.66    43.07   19.95   45.89
 11   59.50    43.37   19.86   44.97
 12   59.83    45.84   19.83   43.50
 13   59.97    43.64   19.92   45.83
 14   59.76    47.11   19.96   45.35
 15   59.95    46.61   19.86   44.54
 16   59.59    46.22   19.94   44.85
 17   59.71    45.89   19.88   46.11
 18   59.72    45.15   19.84   45.95
 19   59.60    45.56   19.93   45.29
 20   59.85    43.76   19.86   44.54
 21   59.44    45.00   19.82   43.62
 22   59.71    46.59   19.99   44.31
 23   59.61    47.33   19.88   44.10
 24   59.49    46.71   19.86   43.44
 25   59.58    44.70   19.91   47.46
 26   59.50    45.04   19.83   44.49
 27   59.57    45.18   19.91   45.87
 28   59.42    46.88   19.93   44.02
 29   59.97    44.89   19.84   46.09
 30   59.69    44.51   19.99   44.15
 31   59.55    42.83   19.94   44.88
 32   59.62    45.26   19.91   44.69
 33   59.75    43.70   19.95   45.22
 34   59.49    46.10   19.94   45.40
 35   59.49    45.89   19.80   46.00
 36   60.00    44.62   19.87   44.74
 37   59.66    45.89   19.86   46.46
 38   59.59    45.26   19.95   44.74
 39   59.79    45.14   19.98   45.52
 40   59.41    44.85   19.92   45.52
 41   59.61    46.67   19.81   42.50
 42   59.99    45.40   19.83   45.74
 43   59.75    45.40   19.88   46.14
 44   59.90    44.72   19.92   46.31
 45   59.65    46.08   19.84   43.59
 46   59.84    45.07   19.92   46.91
 47   59.46    46.99   19.93   44.37
 48   59.66    45.12   19.94   45.48
 49   59.85    44.40   19.96   45.09
 50   59.53    45.45   19.95   43.53
 51   59.63    44.74   19.81   45.40
 52   59.97    44.45   19.96   44.96
 53   59.66    44.84   19.96   44.22
 54   59.77    43.78   19.83   44.48
 55   59.61    44.45   19.82   45.16
 56   59.74    43.46   19.99   45.18
 57   59.47    43.01   19.98   42.61
 58   59.87    44.96   19.89   43.92
 59   59.87    44.15   19.85   44.16
 60   59.85    46.48   19.86   43.80
 61   59.77    45.49   20.00   45.25
 62   59.40    45.56   19.88   45.29
 63   59.46    46.44   19.91   44.73
 64   59.46    45.49   19.86   45.20
 65   59.65    43.74   19.97   46.90
 66   59.49    43.67   19.82   43.92
 67   59.46    46.27   19.92   45.77
 68   59.48    44.89   19.98   46.61
 69   59.84    43.51   19.94   45.98
 70   59.88    45.65   19.86   46.67
 71   59.68    46.00   19.83   43.12
 72   59.76    44.08   19.91   47.04
 73   59.96    43.89   19.96   44.14
 74   59.58    45.42   19.95   46.30
 75   59.57    45.29   19.92   44.20
 76   59.51    45.15   19.91   44.32
 77   59.40    43.93   19.80   44.62
 78   59.88    45.59   19.99   45.74
 79   59.70    44.30   19.85   47.04
 80   59.79    45.90   19.87   44.87
 81   59.78    44.66   19.94   44.59
 82   59.60    44.84   19.91   45.11
 83   59.68    44.74   19.87   44.07
 84   59.95    44.79   19.91   45.84
 85   59.76    44.55   19.85   43.69
 86   59.91    44.91   19.83   45.09
 87   59.51    46.09   19.88   46.80
 88   59.53    44.44   19.96   45.27
 89   59.75    45.74   19.87   45.70
 90   59.63    44.63   19.92   45.41
 91   59.83    43.73   19.80   45.53
 92   59.85    44.81   19.83   45.75
 93   59.52    45.15   19.83   45.11
 94   59.83    45.33   19.99   46.20
 95   59.54    43.87   19.94   43.89
 96   59.56    45.23   19.86   45.36
 97   59.95    43.47   19.96   44.46
 98   59.75    44.89   19.98   45.23
 99   59.61    45.68   19.88   45.58
DTC: 60 , AVERAGE U: 27.30
========
DTC: 60 , AVERAGE e: 0.63
No.  T_h_i    T_h_o   T_c_i   T_c_o
  0   59.97    43.93   19.88   44.91
  1   59.64    46.14   19.88   43.99
  2   59.52    43.36   19.92   46.01
  3   59.77    43.57   19.92   44.04
  4   59.59    45.13   19.86   44.35
  5   59.84    43.43   19.81   43.48
  6   59.49    42.58   19.98   44.96
  7   59.80    46.25   19.83   44.39
  8   59.69    44.45   19.83   44.91
  9   59.53    44.95   19.99   43.46
 10   59.57    46.29   19.88   43.99
 11   59.96    44.96   19.83   46.06
 12   59.43    44.99   19.84   45.42
 13   59.73    45.37   19.99   44.02
 14   59.75    43.66   19.86   44.76
 15   59.79    43.91   19.86   44.58
 16   59.49    44.82   19.80   45.75
 17   59.61    43.72   19.83   45.00
 18   59.75    43.02   19.81   44.83
 19   59.60    44.61   19.90   43.15
 20   59.50    45.50   19.84   44.93
 21   59.94    47.22   19.99   46.83
 22   59.85    46.87   19.85   43.32
 23   59.42    43.53   19.91   43.56
 24   59.57    42.46   19.86   46.27
