DTC: 90 , AVERAGE U: 43.14
========
DTC: 90 , AVERAGE e: 0.51
No.  T_h_i    T_h_o   T_c_i   T_c_o
 54   82.43    53.32   19.90   51.50
 55   82.43    50.39   19.89   50.94
 56   82.91    49.84   19.88   51.32
 57   82.37    52.74   19.96   51.74
 58   82.93    50.47   19.90   51.40
 59   82.98    51.51   19.92   52.49
 60   82.28    52.89   19.81   52.50
 61   82.98    51.57   19.84   50.85
 62   82.78    53.73   19.95   50.05
 63   82.96    52.89   19.83   52.35
 64   82.29    53.51   19.85   51.80
 65   82.37    50.07   19.91   51.06
 66   82.44    51.48   19.96   53.53
 67   82.46    51.98   19.80   53.35
 68   82.27    53.35   19.89   52.00
 69   82.78    51.24   19.82   52.49
 70   82.69    50.86   19.99   51.28
 71   82.98    52.19   19.94   51.87
 72   82.66    51.45   19.91   52.57
 73   82.22    53.11   19.88   51.28
 74   82.46    52.83   19.94   52.11
 75   82.89    52.16   19.82   51.50
 76   82.62    53.02   19.96   51.38
 77   82.44    51.62   19.92   51.59
 78   82.50    52.87   19.94   51.43
 79   82.79    52.17   19.97   52.24
 80   82.35    50.77   19.91   53.57
 81   82.87    51.62   19.94   51.21
 82   82.93    53.57   19.81   52.40
 83   82.39    52.32   19.82   50.34
 84   82.73    52.91   19.88   53.01
 85   82.30    54.12   19.96   51.75
 86   82.26    51.70   19.82   50.90
 87   82.44    52.62   19.82   53.18
 88   82.45    51.10   19.89   52.06
 89   82.75    51.05   19.84   50.95
 90   82.29    52.39   19.88   51.38
 91   82.70    51.47   19.95   51.23
 92   82.27    53.41   19.93   51.62
 93   82.25    50.48   19.99   51.49
 94   82.76    51.80   19.86   50.00
 95   82.70    52.93   19.91   52.59
 96   82.77    51.31   19.82   51.94
 97   82.97    51.18   19.93   50.97
 98   82.80    52.52   19.94   54.07
 99   82.46    52.48   19.95   51.88
DTC: 82 , AVERAGE U: 43.15
========
DTC: 82 , AVERAGE e: 0.52
No.  T_h_i    T_h_o   T_c_i   T_c_o
  0   81.58    50.61   19.86   52.08
  1   81.18    52.41   19.98   52.89
  2   81.25    50.02   19.83   51.34
  3   81.34    51.23   19.82   52.64
  4   81.38    52.80   19.82   52.81
  5   81.92    49.23   19.97   50.65
  6   81.47    49.92   19.90   50.76
  7   81.87    51.16   19.91   51.65
  8   81.82    52.12   19.81   50.76
  9   81.37    51.00   19.97   53.35
 10   81.54    53.55   19.97   51.34
 11   81.23    53.70   19.82   50.07
 12   81.21    51.30   19.94   50.76
 13   81.53    53.14   19.87   52.65
 14   81.56    51.44   19.90   52.35
 15   81.42    50.78   19.89   50.37
 16   81.48    53.23   19.85   51.74
 17   81.98    50.93   19.81   49.57
 18   81.28    49.68   19.83   51.74
 19   81.34    50.82   19.89   51.06
 20   81.34    51.81   19.91   52.19
 21   81.60    50.49   19.87   50.21
 22   81.46    52.73   19.90   50.52
 23   81.57    51.44   19.90   52.67
 24   81.82    51.93   19.97   50.98
 25   81.80    51.46   19.84   50.22
 26   81.30    51.82   19.97   50.53
 27   81.97    51.06   19.88   51.45
 28   82.00    51.61   19.97   51.96
 29   81.94    52.60   19.88   51.01
 30   81.78    51.63   19.82   51.42
 31   81.24    52.36   19.92   51.38
 32   81.41    49.99   19.98   52.29
 33   81.73    50.90   19.89   51.89
 34   81.71    50.76   20.00   51.31
 35   81.90    52.54   19.90   53.46
 36   81.70    53.57   19.91   52.25
 37   81.93    49.73   19.88   53.29
 38   81.72    51.05   19.81   51.99
 39   81.81    50.51   19.96   51.15
 40   81.34    50.25   19.96   51.86
 41   81.92    51.77   19.99   52.82
 42   81.99    50.42   19.82   49.50
 43   81.29    51.82   19.99   52.19
 44   81.58    50.91   20.00   51.92
 45   81.91    50.45   20.00   53.40
 46   81.46    50.84   20.00   51.09
 47   81.63    50.68   19.92   51.80
 48   82.00    51.98   19.97   50.79
 49   81.20    52.20   19.83   51.92
 50   81.33    49.68   19.92   51.73
 51   81.50    51.66   19.91   50.76
 52   81.33    51.67   19.82   51.03
 53   81.49    51.19   19.99   49.97
 54   81.41    49.54   19.91   53.51
 55   81.59    49.90   19.84   50.28
 56   81.66    52.83   19.81   51.94
 57   81.72    52.73   19.85   52.78
 58   81.46    52.52   19.91   50.53
 59   81.41    51.12   19.92   51.70
 60   81.49    51.50   19.82   51.77
 61   81.61    52.62   19.94   52.82
 62   81.91    51.75   19.91   51.94
 63   81.20    51.23   19.97   50.83
 64   81.24    54.07   19.94   53.55
 65   81.41    52.91   19.85   50.34
 66   81.82    51.04   19.90   47.78
 67   81.57    52.80   19.89   54.34
 68   81.31    53.66   19.89   52.62
 69   81.50    51.86   19.97   53.67
 70   81.40    51.99   19.89   50.57
 71   81.48    51.37   19.97   52.36
 72   81.22    51.03   19.94   52.57
 73   81.24    48.82   19.96   52.39
 74   81.55    50.55   19.90   52.48
 75   81.19    52.03   19.88   51.33
 76   81.37    50.96   19.97   50.69
 77   81.61    53.01   19.99   49.74
 78   81.86    51.99   19.96   52.10
 79   81.29    52.46   19.89   50.34
 80   81.62    51.67   19.85   51.68
 81   81.34    50.43   19.85   51.08
 82   81.77    52.05   19.88   52.24
 83   81.35    53.30   19.98   49.50
 84   81.36    50.19   19.95   52.86
 85   81.85    51.29   19.97   52.87
 86   81.33    49.37   19.88   51.62
 87   81.40    51.44   19.85   53.37
 88   81.63    50.53   19.99   52.29
 89   81.65    52.55   19.92   53.19
 90   81.34    51.10   19.88   53.24
 91   81.54    51.21   19.89   52.53
 92   81.29    53.70   19.99   51.38
 93   81.47    51.48   19.88   52.81
 94   81.84    50.65   19.83   51.34
 95   81.38    51.35   19.86   51.11
 96   81.66    50.13   19.93   51.95
 97   81.63    51.35   19.89   51.04
 98   81.88    51.83   19.83   50.03
 99   81.31    51.18   19.94   51.48
DTC: 82 , AVERAGE U: 43.15
========
DTC: 82 , AVERAGE e: 0.52
No.  T_h_i    T_h_o   T_c_i   T_c_o
  0   81.58    50.61   19.86   52.08
  1   81.18    52.41   19.98   52.89
  2   81.25    50.02   19.83   51.34
  3   81.34    51.23   19.82   52.64
  4   81.38    52.80   19.82   52.81
  5   81.92    49.23   19.97   50.65
  6   81.47    49.92   19.90   50.76
  7   81.87    51.16   19.91   51.65
  8   81.82    52.12   19.81   50.76
  9   81.37    51.00   19.97   53.35
 10   81.54    53.55   19.97   51.34
 11   81.23    53.70   19.82   50.07
 12   81.21    51.30   19.94   50.76
 13   81.53    53.14   19.87   52.65
 14   81.56    51.44   19.90   52.35
 15   81.42    50.78   19.89   50.37
 16   81.48    53.23   19.85   51.74
 17   81.98    50.93   19.81   49.57
 18   81.28    49.68   19.83   51.74
 19   81.34    50.82   19.89   51.06
 20   81.34    51.81   19.91   52.19
 21   81.60    50.49   19.87   50.21
 22   81.46    52.73   19.90   50.52
 23   81.57    51.44   19.90   52.67
 24   81.82    51.93   19.97   50.98
 25   81.80    51.46   19.84   50.22
 26   81.30    51.82   19.97   50.53
 27   81.97    51.06   19.88   51.45
 28   82.00    51.61   19.97   51.96
 29   81.94    52.60   19.88   51.01
 30   81.78    51.63   19.82   51.42
 31   81.24    52.36   19.92   51.38
 32   81.41    49.99   19.98   52.29
 33   81.73    50.90   19.89   51.89
 34   81.71    50.76   20.00   51.31
 35   81.90    52.54   19.90   53.46
 36   81.70    53.57   19.91   52.25
 37   81.93    49.73   19.88   53.29
 38   81.72    51.05   19.81   51.99
 39   81.81    50.51   19.96   51.15
 40   81.34    50.25   19.96   51.86
 41   81.92    51.77   19.99   52.82
 42   81.99    50.42   19.82   49.50
 43   81.29    51.82   19.99   52.19
 44   81.58    50.91   20.00   51.92
 45   81.91    50.45   20.00   53.40
 46   81.46    50.84   20.00   51.09
 47   81.63    50.68   19.92   51.80
 48   82.00    51.98   19.97   50.79
 49   81.20    52.20   19.83   51.92
 50   81.33    49.68   19.92   51.73
 51   81.50    51.66   19.91   50.76
 52   81.33    51.67   19.82   51.03
 53   81.49    51.19   19.99   49.97
 54   81.41    49.54   19.91   53.51
 55   81.59    49.90   19.84   50.28
 56   81.66    52.83   19.81   51.94
 57   81.72    52.73   19.85   52.78
 58   81.46    52.52   19.91   50.53
 59   81.41    51.12   19.92   51.70
 60   81.49    51.50   19.82   51.77
 61   81.61    52.62   19.94   52.82
 62   81.91    51.75   19.91   51.94
 63   81.20    51.23   19.97   50.83
 64   81.24    54.07   19.94   53.55
 65   81.41    52.91   19.85   50.34
 66   81.82    51.04   19.90   47.78
 67   81.57    52.80   19.89   54.34
 68   81.31    53.66   19.89   52.62
 69   81.50    51.86   19.97   53.67
 70   81.40    51.99   19.89   50.57
 71   81.48    51.37   19.97   52.36
 72   81.22    51.03   19.94   52.57
 73   81.24    48.82   19.96   52.39
 74   81.55    50.55   19.90   52.48
 75   81.19    52.03   19.88   51.33
 76   81.37    50.96   19.97   50.69
 77   81.61    53.01   19.99   49.74
 78   81.86    51.99   19.96   52.10
 79   81.29    52.46   19.89   50.34
 80   81.62    51.67   19.85   51.68
 81   81.34    50.43   19.85   51.08
 82   81.77    52.05   19.88   52.24
 83   81.35    53.30   19.98   49.50
 84   81.36    50.19   19.95   52.86
 85   81.85    51.29   19.97   52.87
 86   81.33    49.37   19.88   51.62
 87   81.40    51.44   19.85   53.37
 88   81.63    50.53   19.99   52.29
 89   81.65    52.55   19.92   53.19
 90   81.34    51.10   19.88   53.24
 91   81.54    51.21   19.89   52.53
 92   81.29    53.70   19.99   51.38
 93   81.47    51.48   19.88   52.81
 94   81.84    50.65   19.83   51.34
 95   81.38    51.35   19.86   51.11
 96   81.66    50.13   19.93   51.95
 97   81.63    51.35   19.89   51.04
 98   81.88    51.83   19.83   50.03
 99   81.31    51.18   19.94   51.48
DTC: 81 , AVERAGE U: 43.09
========
DTC: 81 , AVERAGE e: 0.51
No.  T_h_i    T_h_o   T_c_i   T_c_o
  0   80.52    50.73   19.95   52.15
  1   80.64    52.48   19.98   51.91
  2   80.61    50.71   19.81   50.82
  3   80.20    50.57   19.90   51.68
  4   80.65    50.68   19.90   51.32
  5   80.96    49.45   19.84   51.33
  6   80.90    49.76   19.98   49.68
  7   80.84    51.21   19.96   51.99
  8   80.35    50.67   19.91   51.43
  9   80.55    52.12   19.93   50.51
 10   80.61    50.25   19.91   50.90
 11   80.40    51.00   19.98   51.95
 12   80.28    49.36   19.97   51.41
 13   80.20    48.26   19.96   53.21
 14   80.43    51.08   19.84   51.16
 15   80.86    50.65   19.93   49.88
 16   80.23    48.71   19.88   51.57
 17   80.52    49.66   19.88   50.68
 18   80.60    50.04   19.89   51.33
 19   80.58    49.61   19.96   51.81
 20   80.39    49.50   19.94   48.94
 21   80.26    50.45   19.98   49.74
 22   80.86    50.37   19.94   50.31
 23   80.42    51.12   19.81   51.52
 24   80.47    53.24   19.81   50.31
 25   80.71    49.63   19.88   49.93
 26   80.76    50.82   19.95   50.33
 27   80.52    51.34   19.85   51.20
 28   80.39    50.56   19.81   52.18
 29   80.46    50.20   19.98   49.55
 30   80.97    50.18   19.94   52.42
 31   80.77    53.44   19.84   50.14
 32   80.81    51.48   19.89   51.60
 33   80.22    51.27   19.95   50.43
 34   80.82    50.09   19.95   51.30
 35   80.70    50.39   19.86   48.72
 36   80.78    51.93   19.92   50.66
 37   80.54    52.53   19.97   51.92
 38   80.92    49.15   19.84   51.76
 39   80.69    50.60   19.91   50.23
 40   80.87    52.23   19.81   51.28
 41   80.33    49.89   19.99   50.65
 42   80.86    51.84   19.85   49.73
 43   80.59    50.85   19.96   51.00
 44   80.63    48.18   19.86   50.01
 45   80.69    50.84   19.92   49.73
 46   80.23    52.32   19.89   51.27
 47   80.21    51.22   19.81   52.44
 48   80.32    50.75   19.82   53.09
 49   80.79    51.46   19.82   51.41
 50   80.23    50.82   19.85   50.56
 51   80.82    51.63   19.98   53.23
 52   80.99    51.28   19.92   48.49
 53   80.66    51.55   19.91   50.02
 54   80.33    50.69   19.90   51.12
 55   80.54    50.46   19.89   52.05
 56   80.83    50.41   19.94   50.26
 57   80.71    49.38   19.88   49.31
 58   80.99    51.61   19.99   52.69
 59   80.82    50.99   19.98   48.85
 60   80.35    49.18   19.80   52.40
 61   80.43    49.33   19.89   50.46
 62   80.90    49.23   19.82   51.36
 63   80.29    50.80   19.95   52.30
 64   80.24    50.96   19.93   50.59
 65   80.43    50.98   19.83   51.68
 66   80.29    51.25   19.91   50.85
 67   80.68    51.93   19.84   51.73
 68   80.75    50.89   19.90   53.33
 69   80.62    52.71   19.94   51.28
 70   80.73    50.60   19.94   51.74
 71   80.52    50.27   19.87   52.02
 72   80.62    51.66   19.86   49.71
 73   80.39    52.24   19.84   51.99
 74   80.95    51.60   19.91   50.77
 75   80.90    49.85   19.95   51.30
 76   80.37    50.72   19.93   50.83
 77   80.71    52.08   19.83   51.47
 78   80.21    49.05   19.97   51.36
 79   80.67    50.15   19.96   50.99
 80   80.56    51.12   19.93   51.70
 81   80.40    50.45   19.89   51.34
 82   80.76    51.05   19.98   49.89
 83   80.88    50.08   19.89   53.08
 84   80.46    50.63   19.86   50.51
 85   80.70    50.76   19.93   50.54
 86   80.59    50.97   19.89   50.26
 87   80.86    51.82   19.88   53.25
 88   80.55    50.79   19.81   51.82
 89   80.33    49.46   19.91   50.34
 90   80.75    51.89   19.82   51.25
 91   80.23    49.90   19.80   51.97
 92   80.97    50.86   19.93   50.34
 93   80.26    51.46   19.99   49.99
 94   80.35    50.04   19.89   50.73
 95   80.30    50.85   19.96   50.58
 96   80.41    51.86   19.92   51.14
 97   80.63    51.72   19.91   52.58
 98   80.97    51.86   19.92   53.40
 99   80.42    50.36   19.86   51.99
DTC: 81 , AVERAGE U: 43.09
========
DTC: 81 , AVERAGE e: 0.51
No.  T_h_i    T_h_o   T_c_i   T_c_o
  0   80.52    50.73   19.95   52.15
  1   80.64    52.48   19.98   51.91
  2   80.61    50.71   19.81   50.82
  3   80.20    50.57   19.90   51.68
  4   80.65    50.68   19.90   51.32
  5   80.96    49.45   19.84   51.33
  6   80.90    49.76   19.98   49.68
  7   80.84    51.21   19.96   51.99
  8   80.35    50.67   19.91   51.43
  9   80.55    52.12   19.93   50.51
 10   80.61    50.25   19.91   50.90
 11   80.40    51.00   19.98   51.95
 12   80.28    49.36   19.97   51.41
 13   80.20    48.26   19.96   53.21
 14   80.43    51.08   19.84   51.16
 15   80.86    50.65   19.93   49.88
 16   80.23    48.71   19.88   51.57
 17   80.52    49.66   19.88   50.68
 18   80.60    50.04   19.89   51.33
 19   80.58    49.61   19.96   51.81
 20   80.39    49.50   19.94   48.94
 21   80.26    50.45   19.98   49.74
 22   80.86    50.37   19.94   50.31
 23   80.42    51.12   19.81   51.52
 24   80.47    53.24   19.81   50.31
 25   80.71    49.63   19.88   49.93
 26   80.76    50.82   19.95   50.33
 27   80.52    51.34   19.85   51.20
 28   80.39    50.56   19.81   52.18
 29   80.46    50.20   19.98   49.55
 30   80.97    50.18   19.94   52.42
 31   80.77    53.44   19.84   50.14
 32   80.81    51.48   19.89   51.60
 33   80.22    51.27   19.95   50.43
 34   80.82    50.09   19.95   51.30
 35   80.70    50.39   19.86   48.72
 36   80.78    51.93   19.92   50.66
 37   80.54    52.53   19.97   51.92
 38   80.92    49.15   19.84   51.76
 39   80.69    50.60   19.91   50.23
 40   80.87    52.23   19.81   51.28
 41   80.33    49.89   19.99   50.65
 42   80.86    51.84   19.85   49.73
 43   80.59    50.85   19.96   51.00
 44   80.63    48.18   19.86   50.01
 45   80.69    50.84   19.92   49.73
 46   80.23    52.32   19.89   51.27
 47   80.21    51.22   19.81   52.44
 48   80.32    50.75   19.82   53.09
 49   80.79    51.46   19.82   51.41
 50   80.23    50.82   19.85   50.56
 51   80.82    51.63   19.98   53.23
 52   80.99    51.28   19.92   48.49
 53   80.66    51.55   19.91   50.02
 54   80.33    50.69   19.90   51.12
 55   80.54    50.46   19.89   52.05
 56   80.83    50.41   19.94   50.26
 57   80.71    49.38   19.88   49.31
 58   80.99    51.61   19.99   52.69
 59   80.82    50.99   19.98   48.85
 60   80.35    49.18   19.80   52.40
 61   80.43    49.33   19.89   50.46
 62   80.90    49.23   19.82   51.36
 63   80.29    50.80   19.95   52.30
 64   80.24    50.96   19.93   50.59
 65   80.43    50.98   19.83   51.68
 66   80.29    51.25   19.91   50.85
 67   80.68    51.93   19.84   51.73
 68   80.75    50.89   19.90   53.33
 69   80.62    52.71   19.94   51.28
 70   80.73    50.60   19.94   51.74
 71   80.52    50.27   19.87   52.02
 72   80.62    51.66   19.86   49.71
 73   80.39    52.24   19.84   51.99
 74   80.95    51.60   19.91   50.77
 75   80.90    49.85   19.95   51.30
 76   80.37    50.72   19.93   50.83
 77   80.71    52.08   19.83   51.47
 78   80.21    49.05   19.97   51.36
 79   80.67    50.15   19.96   50.99
 80   80.56    51.12   19.93   51.70
 81   80.40    50.45   19.89   51.34
 82   80.76    51.05   19.98   49.89
 83   80.88    50.08   19.89   53.08
 84   80.46    50.63   19.86   50.51
 85   80.70    50.76   19.93   50.54
 86   80.59    50.97   19.89   50.26
 87   80.86    51.82   19.88   53.25
 88   80.55    50.79   19.81   51.82
 89   80.33    49.46   19.91   50.34
 90   80.75    51.89   19.82   51.25
 91   80.23    49.90   19.80   51.97
 92   80.97    50.86   19.93   50.34
 93   80.26    51.46   19.99   49.99
 94   80.35    50.04   19.89   50.73
 95   80.30    50.85   19.96   50.58
 96   80.41    51.86   19.92   51.14
 97   80.63    51.72   19.91   52.58
 98   80.97    51.86   19.92   53.40
 99   80.42    50.36   19.86   51.99
DTC: 80 , AVERAGE U: 42.87
========
DTC: 80 , AVERAGE e: 0.51
No.  T_h_i    T_h_o   T_c_i   T_c_o
  0   79.78    50.11   19.83   50.40
  1   79.80    50.69   19.81   50.19
  2   79.43    50.67   19.88   51.28
  3   79.78    50.15   19.90   50.72
  4   79.34    52.27   19.97   51.15
  5   79.91    50.95   19.91   49.82
  6   79.38    49.61   19.92   50.59
  7   79.53    51.29   19.87   50.86
  8   79.82    49.17   19.90   49.44
  9   79.41    50.11   19.98   51.50
 10   79.66    50.04   19.82   50.75
 11   79.65    50.92   19.85   50.27
 12   79.85    51.92   19.81   48.19
 13   79.88    49.24   19.89   50.00
 14   79.76    49.77   19.99   51.91
 15   79.28    49.62   19.91   50.15
 16   79.37    51.79   19.99   50.01
 17   79.79    51.03   19.86   50.39
 18   79.98    49.45   19.89   50.39
 19   79.29    52.03   19.96   49.28
 20   79.49    49.90   19.88   51.42
 21   79.59    50.28   19.90   50.12
 22   79.45    51.22   19.95   52.04
 23   79.48    50.87   19.80   52.19
 24   79.81    50.12   19.98   51.19
 25   79.48    52.03   19.99   50.39
 26   79.25    48.12   19.91   50.09
 27   79.77    50.66   19.89   51.15
 28   79.52    49.40   19.96   50.59
 29   79.59    51.28   19.96   50.34
 30   79.95    49.35   19.92   48.88
 31   79.74    49.39   19.91   50.61
 32   79.80    51.05   19.87   50.69
 33   79.37    50.87   19.84   49.53
 34   79.84    49.27   19.81   50.80
 35   79.83    49.96   19.94   51.60
 36   79.99    49.77   19.98   49.72
 37   79.32    50.27   19.97   51.78
 38   79.39    49.46   19.86   50.64
 39   79.74    51.74   19.81   51.15
 40   79.65    50.72   19.97   49.02
 41   79.93    48.56   19.94   50.25
 42   79.58    49.06   19.82   48.19
 43   79.36    51.26   19.81   50.26
 44   79.22    50.81   19.99   49.79
 45   79.26    50.69   19.96   50.73
 46   79.24    51.07   19.82   49.48
 47   79.41    52.07   19.83   50.44
 48   79.65    49.10   19.92   51.52
 49   79.71    50.69   19.83   50.01
 50   79.75    50.86   19.93   52.47
 51   79.95    50.45   19.86   50.15
 52   79.77    49.71   19.85   48.14
 53   79.91    49.87   19.81   49.88
 54   79.86    51.80   19.98   50.17
 55   79.36    50.08   19.96   50.30
 56   79.81    51.44   19.99   50.78
 57   79.38    51.54   19.95   50.39
 58   79.26    53.67   19.92   52.13
 59   79.47    51.15   19.99   51.02
 60   79.51    50.54   19.85   48.63
 61   79.71    49.45   19.94   50.06
 62   79.53    49.22   19.91   50.15
 63   79.98    51.33   19.91   50.80
 64   79.98    49.35   19.91   52.05
 65   79.71    50.34   19.92   50.27
 66   79.28    49.29   19.83   50.68
 67   79.32    53.15   19.88   51.71
 68   79.24    49.10   19.82   50.72
 69   79.28    50.53   19.89   48.46
 70   79.56    50.06   19.94   51.14
 71   79.73    49.88   19.91   49.43
 72   79.54    51.02   19.98   51.68
 73   79.71    50.06   19.81   50.78
 74   79.34    50.07   19.89   50.13
 75   79.93    50.51   19.91   50.24
 76   79.85    50.33   19.92   50.21
 77   79.63    49.22   19.96   50.92
 78   79.67    51.30   19.87   51.23
 79   79.78    51.35   19.94   52.53
 80   79.57    49.60   19.97   49.80
 81   79.97    50.72   19.80   50.38
 82   79.86    50.33   19.84   49.96
 83   79.41    49.60   19.83   49.85
 84   79.40    49.76   19.85   49.63
 85   79.95    50.69   19.84   50.28
 86   79.55    50.61   19.83   53.16
 87   79.22    50.89   19.86   48.24
 88   79.34    49.72   19.80   50.01
 89   79.75    49.26   19.86   50.15
 90   79.48    50.40   19.95   51.17
 91   79.30    51.22   19.83   50.88
 92   79.36    50.93   19.95   51.03
 93   79.33    51.15   19.85   46.65
 94   79.94    51.69   19.96   50.99
 95   79.68    50.85   19.86   50.81
 96   79.42    49.94   19.85   49.69
 97   79.36    52.77   19.83   50.73
 98   79.78    50.37   19.85   50.74
 99   79.25    50.19   19.87   51.57
DTC: 80 , AVERAGE U: 42.87
========
DTC: 80 , AVERAGE e: 0.51
No.  T_h_i    T_h_o   T_c_i   T_c_o
  0   79.78    50.11   19.83   50.40
  1   79.80    50.69   19.81   50.19
  2   79.43    50.67   19.88   51.28
  3   79.78    50.15   19.90   50.72
  4   79.34    52.27   19.97   51.15
  5   79.91    50.95   19.91   49.82
  6   79.38    49.61   19.92   50.59
  7   79.53    51.29   19.87   50.86
  8   79.82    49.17   19.90   49.44
  9   79.41    50.11   19.98   51.50
 10   79.66    50.04   19.82   50.75
 11   79.65    50.92   19.85   50.27
 12   79.85    51.92   19.81   48.19
 13   79.88    49.24   19.89   50.00
 14   79.76    49.77   19.99   51.91
 15   79.28    49.62   19.91   50.15
 16   79.37    51.79   19.99   50.01
 17   79.79    51.03   19.86   50.39
 18   79.98    49.45   19.89   50.39
 19   79.29    52.03   19.96   49.28
 20   79.49    49.90   19.88   51.42
 21   79.59    50.28   19.90   50.12
 22   79.45    51.22   19.95   52.04
 23   79.48    50.87   19.80   52.19
 24   79.81    50.12   19.98   51.19
 25   79.48    52.03   19.99   50.39
 26   79.25    48.12   19.91   50.09
 27   79.77    50.66   19.89   51.15
 28   79.52    49.40   19.96   50.59
 29   79.59    51.28   19.96   50.34
 30   79.95    49.35   19.92   48.88
 31   79.74    49.39   19.91   50.61
 32   79.80    51.05   19.87   50.69
 33   79.37    50.87   19.84   49.53
 34   79.84    49.27   19.81   50.80
 35   79.83    49.96   19.94   51.60
 36   79.99    49.77   19.98   49.72
 37   79.32    50.27   19.97   51.78
 38   79.39    49.46   19.86   50.64
 39   79.74    51.74   19.81   51.15
 40   79.65    50.72   19.97   49.02
 41   79.93    48.56   19.94   50.25
 42   79.58    49.06   19.82   48.19
 43   79.36    51.26   19.81   50.26
 44   79.22    50.81   19.99   49.79
 45   79.26    50.69   19.96   50.73
 46   79.24    51.07   19.82   49.48
 47   79.41    52.07   19.83   50.44
 48   79.65    49.10   19.92   51.52
 49   79.71    50.69   19.83   50.01
 50   79.75    50.86   19.93   52.47
 51   79.95    50.45   19.86   50.15
 52   79.77    49.71   19.85   48.14
 53   79.91    49.87   19.81   49.88
 54   79.86    51.80   19.98   50.17
 55   79.36    50.08   19.96   50.30
 56   79.81    51.44   19.99   50.78
 57   79.38    51.54   19.95   50.39
 58   79.26    53.67   19.92   52.13
 59   79.47    51.15   19.99   51.02
 60   79.51    50.54   19.85   48.63
 61   79.71    49.45   19.94   50.06
 62   79.53    49.22   19.91   50.15
 63   79.98    51.33   19.91   50.80
 64   79.98    49.35   19.91   52.05
 65   79.71    50.34   19.92   50.27
 66   79.28    49.29   19.83   50.68
 67   79.32    53.15   19.88   51.71
 68   79.24    49.10   19.82   50.72
 69   79.28    50.53   19.89   48.46
 70   79.56    50.06   19.94   51.14
 71   79.73    49.88   19.91   49.43
 72   79.54    51.02   19.98   51.68
 73   79.71    50.06   19.81   50.78
 74   79.34    50.07   19.89   50.13
 75   79.93    50.51   19.91   50.24
 76   79.85    50.33   19.92   50.21
 77   79.63    49.22   19.96   50.92
 78   79.67    51.30   19.87   51.23
 79   79.78    51.35   19.94   52.53
 80   79.57    49.60   19.97   49.80
 81   79.97    50.72   19.80   50.38
 82   79.86    50.33   19.84   49.96
 83   79.41    49.60   19.83   49.85
 84   79.40    49.76   19.85   49.63
 85   79.95    50.69   19.84   50.28
 86   79.55    50.61   19.83   53.16
 87   79.22    50.89   19.86   48.24
 88   79.34    49.72   19.80   50.01
 89   79.75    49.26   19.86   50.15
 90   79.48    50.40   19.95   51.17
 91   79.30    51.22   19.83   50.88
 92   79.36    50.93   19.95   51.03
 93   79.33    51.15   19.85   46.65
 94   79.94    51.69   19.96   50.99
 95   79.68    50.85   19.86   50.81
 96   79.42    49.94   19.85   49.69
 97   79.36    52.77   19.83   50.73
 98   79.78    50.37   19.85   50.74
 99   79.25    50.19   19.87   51.57
DTC: 79 , AVERAGE U: 42.62
========
DTC: 79 , AVERAGE e: 0.51
No.  T_h_i    T_h_o   T_c_i   T_c_o
  0   78.82    50.98   19.89   50.23
  1   78.34    47.09   19.82   50.20
  2   78.76    51.48   19.86   49.52
  3   78.69    49.34   19.93   51.46
  4   78.52    50.08   19.88   49.39
  5   78.92    49.75   19.99   50.06
  6   78.36    48.15   19.83   50.03
  7   78.37    50.37   19.84   48.48
  8   78.42    50.97   19.96   49.56
  9   78.94    49.69   19.95   49.43
 10   78.80    49.83   19.94   51.37
 11   78.43    49.99   19.97   51.32
 12   78.86    48.37   19.92   47.84
 13   78.93    48.40   19.89   50.71
 14   78.59    48.71   19.97   51.01
 15   78.69    50.46   19.81   51.44
 16   78.27    51.01   19.92   51.01
 17   78.88    49.11   19.80   50.89
 18   78.55    48.98   19.99   49.16
 19   78.65    50.75   19.94   49.41
 20   78.86    49.43   20.00   48.98
 21   78.36    50.48   19.95   48.75
 22   78.27    49.91   19.84   50.44
 23   78.21    49.65   19.93   50.69
 24   78.66    49.95   19.81   49.08
 25   78.23    47.86   19.89   49.92
 26   78.53    47.62   19.92   50.13
 27   78.79    51.25   19.88   52.12
 28   78.87    49.71   19.91   49.52
 29   78.77    50.91   19.97   51.13
 30   78.55    51.32   19.95   49.51
 31   78.62    50.75   19.98   48.53
 32   78.51    49.84   19.85   49.75
 33   78.66    50.19   19.89   51.45
 34   78.39    49.42   19.99   48.79
 35   78.38    48.56   19.99   50.20
 36   78.68    50.29   19.97   49.65
 37   78.63    49.20   19.98   50.26
 38   78.52    49.45   19.86   49.69
 39   78.81    50.99   19.84   51.67
 40   78.32    49.35   19.91   50.17
 41   79.00    50.74   19.96   49.73
 42   78.95    51.13   19.92   50.27
 43   78.95    49.04   19.81   49.91
 44   78.43    48.76   19.88   50.43
 45   78.46    50.36   19.89   50.51
 46   78.33    50.62   19.99   50.01
 47   78.76    50.75   20.00   48.77
 48   78.99    49.76   19.97   51.34
 49   78.66    49.44   19.91   50.64
 50   78.82    50.17   19.88   48.56
 51   78.28    49.33   19.90   49.24
 52   78.94    49.39   19.97   50.47
 53   78.82    51.49   19.80   48.30
 54   78.37    49.25   19.92   49.65
 55   78.60    51.26   19.82   50.23
 56   78.46    49.74   19.94   50.44
 57   78.73    49.37   19.80   50.34
 58   78.81    50.11   19.82   49.71
 59   78.87    51.59   19.86   50.98
