DTC: 60 , AVERAGE U: 41.48
========
DTC: 60 , AVERAGE e: 0.51
No.  T_h_i    T_h_o   T_c_i   T_c_o
 99   59.66    37.26   19.88   36.83
DTC: 60 , AVERAGE U: 36.32
========
DTC: 60 , AVERAGE e: 0.43
No.  T_h_i    T_h_o   T_c_i   T_c_o
  0   59.45    35.76   19.94   37.73
  1   59.90    35.97   19.99   38.21
  2   59.65    37.35   19.87   38.23
  3   59.58    36.87   19.98   39.12
  4   59.95    37.65   19.93   36.63
  5   59.55    35.18   19.93   37.12
  6   59.86    35.56   19.87   35.38
  7   59.40    36.72   19.85   36.65
  8   59.61    38.91   19.86   34.73
  9   59.44    37.86   19.84   36.01
 10   59.44    38.30   19.97   36.81
 11   59.84    35.74   19.85   36.73
 12   59.45    37.56   19.97   36.42
 13   59.68    35.65   19.96   39.02
 14   59.96    37.26   19.92   34.75
 15   59.88    36.53   19.80   36.78
 16   59.79    36.51   19.96   36.64
 17   59.95    36.36   19.82   38.15
 18   59.67    38.03   19.80   36.54
 19   59.82    35.89   19.98   35.95
 20   59.60    38.29   19.99   38.27
 21   59.54    36.90   19.93   37.80
 22   59.85    37.30   19.84   34.79
 23   59.90    37.08   20.00   37.09
 24   59.59    36.88   19.90   38.57
 25   59.61    39.02   19.97   37.15
 26   59.85    36.26   19.84   36.81
 27   59.98    36.76   19.91   35.60
 28   59.62    37.58   20.00   37.22
 29   59.95    37.02   19.94   37.82
 30   59.88    37.56   19.94   36.48
 31   59.74    35.91   19.89   36.34
 32   59.41    38.08   19.96   38.34
 33   59.57    35.50   19.84   36.19
 34   59.58    37.38   19.83   36.68
 35   59.74    36.77   19.95   37.75
 36   59.53    36.71   19.83   37.06
 37   59.87    36.94   19.84   38.37
 38   59.96    37.16   19.98   37.27
 39   59.40    36.18   19.84   36.44
 40   59.51    38.12   19.99   37.09
 41   59.88    38.51   19.84   37.74
 42   59.85    36.27   19.99   37.33
 43   59.77    37.93   19.93   39.05
 44   59.42    37.55   19.85   35.82
 45   59.65    37.68   19.93   36.81
 46   59.90    37.18   19.96   36.90
 47   59.44    37.37   19.91   36.89
 48   59.45    37.13   19.90   36.59
 49   59.51    37.01   19.88   37.00
 50   59.76    34.82   19.94   37.04
 51   59.86    37.17   19.91   36.68
 52   59.46    37.47   19.85   37.21
 53   59.69    37.49   19.95   38.38
 54   59.61    37.36   19.84   35.79
 55   59.45    36.36   19.87   36.83
 56   59.61    38.69   19.86   36.36
 57   59.48    37.97   19.83   38.88
 58   59.92    37.75   19.81   37.56
 59   59.90    36.52   19.84   37.81
 60   59.86    37.37   19.85   38.10
 61   59.94    36.20   19.91   38.81
 62   59.99    37.01   19.95   37.21
 63   59.96    37.89   19.92   37.70
 64   59.62    36.37   19.95   37.75
 65   59.94    36.87   19.80   38.10
 66   59.44    37.18   19.89   38.56
 67   59.79    37.01   19.90   37.40
 68   59.92    37.84   19.86   36.11
 69   59.46    37.46   19.88   38.71
 70   59.87    38.29   19.88   36.71
 71   59.48    38.44   19.87   36.07
 72   59.85    35.87   19.83   37.08
 73   59.87    36.92   19.82   37.74
 74   59.92    36.81   19.80   38.39
 75   59.52    39.37   19.82   38.95
 76   59.65    37.66   19.96   36.83
 77   59.52    36.65   19.80   36.53
 78   59.49    36.73   19.88   36.29
 79   59.80    37.63   19.82   38.06
 80   59.76    37.19   19.92   38.45
 81   59.54    38.24   19.96   36.48
 82   59.50    39.08   19.92   35.98
 83   59.62    38.68   19.87   37.56
 84   59.64    36.06   19.85   34.90
 85   59.45    37.32   19.98   37.70
 86   59.69    37.07   19.94   36.57
 87   59.57    37.20   19.96   39.39
 88   59.75    37.92   19.92   38.78
 89   59.41    36.19   19.84   37.19
 90   59.62    37.31   19.98   36.78
 91   59.46    37.18   19.83   38.03
 92   59.59    37.08   19.91   36.92
 93   59.44    37.98   19.80   34.90
 94   59.63    36.96   19.85   35.69
 95   59.48    36.95   19.96   36.75
 96   59.86    36.87   19.80   35.82
 97   59.58    36.94   19.91   38.08
 98   59.94    38.45   19.82   37.56
 99   59.66    37.26   19.88   36.83
DTC: 60 , AVERAGE U: 35.91
========
DTC: 60 , AVERAGE e: 0.57
No.  T_h_i    T_h_o   T_c_i   T_c_o
  0   59.67    39.03   19.98   36.17
  1   59.73    37.06   19.97   38.06
  2   59.83    36.21   19.83   37.31
  3   59.69    37.44   19.90   37.50
  4   59.64    37.89   19.92   36.47
  5   59.61    36.73   19.81   40.20
  6   59.91    37.43   19.93   35.46
  7   59.54    37.32   19.94   38.33
  8   59.73    37.47   19.88   36.70
  9   59.68    36.29   19.92   37.48
 10   59.97    37.95   19.91   36.62
 11   59.66    36.04   19.95   36.86
 12   59.68    37.35   19.99   37.25
 13   59.91    36.39   19.93   36.87
 14   59.92    37.59   19.95   36.45
 15   59.53    36.57   19.96   36.05
 16   59.81    36.66   19.96   38.00
 17   59.58    37.34   19.84   36.97
 18   59.70    35.59   19.81   35.59
 19   59.56    39.98   19.96   37.78
 20   59.43    37.15   19.88   36.45
 21   59.42    37.12   19.84   35.14
 22   59.75    37.22   19.99   35.86
 23   59.56    36.21   19.82   35.88
 24   59.69    38.80   19.91   36.47
 25   59.82    36.71   19.97   38.49
 26   59.72    36.94   19.93   39.35
 27   59.76    38.24   19.95   36.02
 28   59.94    36.68   19.97   35.84
 29   59.83    35.92   19.85   35.29
 30   59.98    38.72   19.97   38.42
 31   59.79    35.21   19.96   35.91
 32   59.96    36.10   19.84   37.26
 33   59.84    37.83   19.95   35.95
 34   59.93    37.10   19.81   36.26
 35   59.66    37.77   19.86   38.15
 36   59.93    37.53   19.98   36.75
 37   59.50    37.19   19.81   38.31
 38   59.86    38.11   19.98   36.81
 39   59.80    38.38   19.80   35.53
 40   59.76    37.16   19.88   38.28
 41   59.61    34.83   19.91   35.69
 42   59.65    36.28   19.97   37.91
 43   59.56    37.79   19.98   36.17
 44   59.85    37.20   19.83   35.62
 45   59.82    36.62   19.85   37.07
 46   59.62    36.87   19.87   37.19
 47   59.62    35.18   19.91   36.11
 48   59.81    37.22   19.99   36.96
 49   59.82    36.54   19.82   35.10
 50   59.59    37.01   19.91   34.58
 51   59.57    35.60   19.99   36.88
 52   59.59    36.79   19.90   37.44
 53   59.53    38.38   19.81   38.28
 54   59.70    36.96   19.81   36.22
 55   59.53    38.29   19.92   37.95
 56   59.97    36.91   19.89   36.13
 57   59.78    36.89   19.81   36.52
 58   59.48    37.44   19.87   39.41
 59   59.91    39.87   19.98   37.46
 60   59.52    35.37   19.90   37.53
 61   59.68    37.43   19.97   36.84
 62   59.54    37.18   19.81   36.41
 63   59.67    36.39   19.90   35.17
 64   59.82    35.39   19.89   37.72
 65   59.85    36.51   19.80   36.11
 66   59.55    38.49   19.93   37.36
 67   59.66    38.28   19.99   36.77
 68   59.45    37.67   19.90   37.74
 69   59.49    37.05   19.87   37.19
 70   59.67    38.05   19.82   37.06
 71   59.50    37.59   19.91   36.72
 72   59.72    37.30   19.90   37.11
 73   59.50    37.02   19.90   37.42
 74   59.86    36.28   19.84   38.00
 75   59.85    37.53   20.00   36.90
 76   59.89    36.01   19.93   36.20
 77   59.71    38.52   19.94   38.74
 78   59.69    35.48   19.96   37.43
 79   59.65    37.35   19.98   37.57
 80   59.84    36.61   19.81   35.86
 81   59.98    38.22   19.97   36.90
 82   59.97    35.94   19.88   37.74
 83   59.43    36.51   19.82   37.06
 84   59.51    35.67   19.91   37.23
 85   59.71    36.87   19.96   37.47
 86   59.72    38.39   19.89   36.40
 87   59.65    37.40   20.00   37.28
 88   59.98    39.06   19.90   36.76
 89   59.67    34.78   19.91   37.51
 90   59.92    36.42   19.87   35.78
 91   59.57    36.50   19.80   38.15
 92   59.94    36.62   19.95   36.71
 93   59.95    37.35   19.93   37.43
 94   59.75    38.18   19.87   38.51
 95   59.66    35.62   19.96   36.66
 96   59.68    37.69   19.84   37.36
 97   59.97    38.07   19.84   36.86
 98   59.51    37.30   19.82   37.75
 99   59.86    36.74   19.95   36.52
DTC: 60 , AVERAGE U: 35.91
========
DTC: 60 , AVERAGE e: 0.43
No.  T_h_i    T_h_o   T_c_i   T_c_o
  0   59.67    39.03   19.98   36.17
  1   59.73    37.06   19.97   38.06
  2   59.83    36.21   19.83   37.31
  3   59.69    37.44   19.90   37.50
  4   59.64    37.89   19.92   36.47
  5   59.61    36.73   19.81   40.20
  6   59.91    37.43   19.93   35.46
  7   59.54    37.32   19.94   38.33
  8   59.73    37.47   19.88   36.70
  9   59.68    36.29   19.92   37.48
 10   59.97    37.95   19.91   36.62
 11   59.66    36.04   19.95   36.86
 12   59.68    37.35   19.99   37.25
 13   59.91    36.39   19.93   36.87
 14   59.92    37.59   19.95   36.45
 15   59.53    36.57   19.96   36.05
 16   59.81    36.66   19.96   38.00
 17   59.58    37.34   19.84   36.97
 18   59.70    35.59   19.81   35.59
 19   59.56    39.98   19.96   37.78
 20   59.43    37.15   19.88   36.45
 21   59.42    37.12   19.84   35.14
 22   59.75    37.22   19.99   35.86
 23   59.56    36.21   19.82   35.88
 24   59.69    38.80   19.91   36.47
 25   59.82    36.71   19.97   38.49
 26   59.72    36.94   19.93   39.35
 27   59.76    38.24   19.95   36.02
 28   59.94    36.68   19.97   35.84
 29   59.83    35.92   19.85   35.29
 30   59.98    38.72   19.97   38.42
 31   59.79    35.21   19.96   35.91
 32   59.96    36.10   19.84   37.26
 33   59.84    37.83   19.95   35.95
 34   59.93    37.10   19.81   36.26
 35   59.66    37.77   19.86   38.15
 36   59.93    37.53   19.98   36.75
 37   59.50    37.19   19.81   38.31
 38   59.86    38.11   19.98   36.81
 39   59.80    38.38   19.80   35.53
 40   59.76    37.16   19.88   38.28
 41   59.61    34.83   19.91   35.69
 42   59.65    36.28   19.97   37.91
 43   59.56    37.79   19.98   36.17
 44   59.85    37.20   19.83   35.62
 45   59.82    36.62   19.85   37.07
 46   59.62    36.87   19.87   37.19
 47   59.62    35.18   19.91   36.11
 48   59.81    37.22   19.99   36.96
 49   59.82    36.54   19.82   35.10
 50   59.59    37.01   19.91   34.58
 51   59.57    35.60   19.99   36.88
 52   59.59    36.79   19.90   37.44
 53   59.53    38.38   19.81   38.28
 54   59.70    36.96   19.81   36.22
 55   59.53    38.29   19.92   37.95
 56   59.97    36.91   19.89   36.13
 57   59.78    36.89   19.81   36.52
 58   59.48    37.44   19.87   39.41
 59   59.91    39.87   19.98   37.46
 60   59.52    35.37   19.90   37.53
 61   59.68    37.43   19.97   36.84
 62   59.54    37.18   19.81   36.41
 63   59.67    36.39   19.90   35.17
 64   59.82    35.39   19.89   37.72
 65   59.85    36.51   19.80   36.11
 66   59.55    38.49   19.93   37.36
 67   59.66    38.28   19.99   36.77
 68   59.45    37.67   19.90   37.74
 69   59.49    37.05   19.87   37.19
 70   59.67    38.05   19.82   37.06
 71   59.50    37.59   19.91   36.72
 72   59.72    37.30   19.90   37.11
 73   59.50    37.02   19.90   37.42
 74   59.86    36.28   19.84   38.00
 75   59.85    37.53   20.00   36.90
 76   59.89    36.01   19.93   36.20
 77   59.71    38.52   19.94   38.74
 78   59.69    35.48   19.96   37.43
 79   59.65    37.35   19.98   37.57
 80   59.84    36.61   19.81   35.86
 81   59.98    38.22   19.97   36.90
 82   59.97    35.94   19.88   37.74
 83   59.43    36.51   19.82   37.06
 84   59.51    35.67   19.91   37.23
 85   59.71    36.87   19.96   37.47
 86   59.72    38.39   19.89   36.40
 87   59.65    37.40   20.00   37.28
 88   59.98    39.06   19.90   36.76
 89   59.67    34.78   19.91   37.51
 90   59.92    36.42   19.87   35.78
 91   59.57    36.50   19.80   38.15
 92   59.94    36.62   19.95   36.71
 93   59.95    37.35   19.93   37.43
 94   59.75    38.18   19.87   38.51
 95   59.66    35.62   19.96   36.66
 96   59.68    37.69   19.84   37.36
 97   59.97    38.07   19.84   36.86
 98   59.51    37.30   19.82   37.75
 99   59.86    36.74   19.95   36.52
DTC: 60 , AVERAGE U: 35.65
========
DTC: 60 , AVERAGE e: 0.58
No.  T_h_i    T_h_o   T_c_i   T_c_o
  0   59.44    38.54   19.80   36.56
  1   59.93    37.59   19.86   37.55
  2   59.94    36.72   19.84   37.23
  3   59.97    36.45   20.00   35.05
  4   59.81    35.02   19.80   36.30
  5   59.81    35.93   19.85   37.50
  6   59.62    36.24   19.97   35.82
  7   59.51    36.89   19.84   37.64
  8   59.92    36.48   19.83   38.63
  9   59.95    38.03   19.80   36.54
 10   59.71    36.87   19.97   36.65
 11   59.93    37.01   19.82   35.78
 12   59.74    38.01   19.83   36.06
 13   59.61    37.23   19.93   36.09
 14   59.59    35.67   19.87   37.28
 15   59.54    36.14   19.99   36.33
 16   59.93    37.13   19.89   37.52
 17   59.92    38.45   19.97   37.78
 18   59.75    37.30   19.98   37.61
 19   59.93    35.48   19.86   36.95
 20   59.48    36.49   19.90   36.09
 21   59.74    35.03   19.94   38.10
 22   59.72    36.43   19.96   35.43
 23   59.85    37.68   19.82   36.51
 24   59.52    36.76   19.82   37.59
 25   59.48    34.18   19.94   38.95
 26   59.57    36.45   19.98   36.61
 27   59.52    37.27   19.90   37.21
 28   59.97    37.42   19.92   36.52
 29   59.84    36.41   19.93   36.24
 30   59.77    35.93   19.89   35.86
 31   59.71    35.61   19.84   37.89
 32   59.93    38.05   19.87   36.85
 33   59.50    36.51   19.97   37.92
 34   59.97    35.10   19.81   36.43
 35   59.70    36.69   19.81   36.63
 36   59.57    35.91   19.91   38.49
 37   59.74    37.06   19.86   36.58
 38   59.97    36.88   19.83   34.97
 39   59.54    35.96   19.81   37.04
 40   59.82    36.99   19.92   37.05
 41   59.90    35.73   19.98   35.44
 42   59.93    36.95   19.95   36.92
 43   59.94    36.70   19.81   37.82
 44   59.91    37.13   19.83   37.27
 45   59.49    35.50   19.90   36.69
 46   59.46    37.97   19.89   35.62
 47   59.98    35.76   19.86   38.34
 48   59.53    36.16   19.86   36.40
 49   59.97    36.61   19.82   36.55
 50   59.92    35.84   19.94   35.75
 51   59.75    37.01   19.94   35.31
 52   60.00    37.87   19.94   36.96
 53   59.92    38.50   19.96   35.08
 54   59.80    35.96   19.93   37.06
 55   59.47    36.37   19.87   36.42
 56   59.61    36.53   19.95   38.99
 57   59.83    35.91   19.95   34.64
 58   59.72    36.62   19.94   36.24
 59   59.70    37.56   19.86   36.50
 60   59.52    35.73   19.82   36.23
 61   59.51    37.90   19.93   36.09
 62   59.90    36.32   19.83   37.65
 63   59.54    34.75   19.95   36.82
 64   59.64    36.44   19.92   37.22
 65   59.71    34.98   19.91   35.64
 66   59.67    35.59   19.88   36.45
 67   59.93    35.84   19.92   37.33
 68   59.70    34.50   19.81   35.51
 69   59.59    36.29   19.96   37.76
 70   59.58    36.09   19.90   36.68
 71   59.55    37.93   19.96   38.51
 72   59.78    37.69   19.92   36.97
 73   59.88    36.22   19.94   37.25
 74   59.67    38.20   19.93   35.36
 75   59.68    37.35   19.89   37.91
 76   59.87    36.04   19.94   37.07
 77   59.71    35.53   19.97   36.57
 78   59.59    38.44   19.81   38.03
 79   59.43    35.25   19.94   37.24
 80   59.45    37.50   19.87   37.94
 81   59.57    37.32   19.99   39.68
 82   59.61    37.69   19.89   38.92
 83   59.44    37.74   19.86   36.94
 84   59.94    37.30   19.95   35.38
 85   59.93    35.88   19.85   37.71
 86   59.92    38.94   19.89   37.34
 87   59.72    35.96   19.89   36.78
 88   59.93    35.16   19.91   36.62
 89   59.58    35.27   19.92   37.01
 90   59.42    37.90   19.93   37.23
 91   59.58    37.80   19.96   36.68
 92   59.90    35.29   19.95   35.10
 93   59.97    35.06   19.97   36.68
 94   59.89    36.93   19.95   36.18
 95   59.73    36.20   19.83   36.69
 96   59.85    36.90   19.83   38.36
 97   59.53    37.36   19.92   36.28
 98   59.83    37.03   19.94   36.18
 99   59.51    36.90   19.82   37.39
DTC: 60 , AVERAGE U: 35.65
========
DTC: 60 , AVERAGE e: 0.43
No.  T_h_i    T_h_o   T_c_i   T_c_o
  0   59.44    38.54   19.80   36.56
  1   59.93    37.59   19.86   37.55
  2   59.94    36.72   19.84   37.23
  3   59.97    36.45   20.00   35.05
  4   59.81    35.02   19.80   36.30
  5   59.81    35.93   19.85   37.50
  6   59.62    36.24   19.97   35.82
  7   59.51    36.89   19.84   37.64
  8   59.92    36.48   19.83   38.63
  9   59.95    38.03   19.80   36.54
 10   59.71    36.87   19.97   36.65
 11   59.93    37.01   19.82   35.78
 12   59.74    38.01   19.83   36.06
 13   59.61    37.23   19.93   36.09
 14   59.59    35.67   19.87   37.28
 15   59.54    36.14   19.99   36.33
 16   59.93    37.13   19.89   37.52
 17   59.92    38.45   19.97   37.78
 18   59.75    37.30   19.98   37.61
 19   59.93    35.48   19.86   36.95
 20   59.48    36.49   19.90   36.09
 21   59.74    35.03   19.94   38.10
 22   59.72    36.43   19.96   35.43
 23   59.85    37.68   19.82   36.51
 24   59.52    36.76   19.82   37.59
 25   59.48    34.18   19.94   38.95
 26   59.57    36.45   19.98   36.61
 27   59.52    37.27   19.90   37.21
 28   59.97    37.42   19.92   36.52
 29   59.84    36.41   19.93   36.24
 30   59.77    35.93   19.89   35.86
 31   59.71    35.61   19.84   37.89
 32   59.93    38.05   19.87   36.85
 33   59.50    36.51   19.97   37.92
 34   59.97    35.10   19.81   36.43
 35   59.70    36.69   19.81   36.63
 36   59.57    35.91   19.91   38.49
 37   59.74    37.06   19.86   36.58
 38   59.97    36.88   19.83   34.97
 39   59.54    35.96   19.81   37.04
 40   59.82    36.99   19.92   37.05
 41   59.90    35.73   19.98   35.44
 42   59.93    36.95   19.95   36.92
 43   59.94    36.70   19.81   37.82
 44   59.91    37.13   19.83   37.27
 45   59.49    35.50   19.90   36.69
 46   59.46    37.97   19.89   35.62
 47   59.98    35.76   19.86   38.34
 48   59.53    36.16   19.86   36.40
 49   59.97    36.61   19.82   36.55
 50   59.92    35.84   19.94   35.75
 51   59.75    37.01   19.94   35.31
 52   60.00    37.87   19.94   36.96
 53   59.92    38.50   19.96   35.08
 54   59.80    35.96   19.93   37.06
 55   59.47    36.37   19.87   36.42
 56   59.61    36.53   19.95   38.99
 57   59.83    35.91   19.95   34.64
 58   59.72    36.62   19.94   36.24
 59   59.70    37.56   19.86   36.50
 60   59.52    35.73   19.82   36.23
 61   59.51    37.90   19.93   36.09
 62   59.90    36.32   19.83   37.65
 63   59.54    34.75   19.95   36.82
 64   59.64    36.44   19.92   37.22
 65   59.71    34.98   19.91   35.64
 66   59.67    35.59   19.88   36.45
 67   59.93    35.84   19.92   37.33
 68   59.70    34.50   19.81   35.51
 69   59.59    36.29   19.96   37.76
 70   59.58    36.09   19.90   36.68
 71   59.55    37.93   19.96   38.51
 72   59.78    37.69   19.92   36.97
 73   59.88    36.22   19.94   37.25
 74   59.67    38.20   19.93   35.36
 75   59.68    37.35   19.89   37.91
 76   59.87    36.04   19.94   37.07
 77   59.71    35.53   19.97   36.57
 78   59.59    38.44   19.81   38.03
 79   59.43    35.25   19.94   37.24
 80   59.45    37.50   19.87   37.94
 81   59.57    37.32   19.99   39.68
 82   59.61    37.69   19.89   38.92
 83   59.44    37.74   19.86   36.94
 84   59.94    37.30   19.95   35.38
 85   59.93    35.88   19.85   37.71
 86   59.92    38.94   19.89   37.34
 87   59.72    35.96   19.89   36.78
 88   59.93    35.16   19.91   36.62
 89   59.58    35.27   19.92   37.01
 90   59.42    37.90   19.93   37.23
 91   59.58    37.80   19.96   36.68
 92   59.90    35.29   19.95   35.10
 93   59.97    35.06   19.97   36.68
 94   59.89    36.93   19.95   36.18
 95   59.73    36.20   19.83   36.69
 96   59.85    36.90   19.83   38.36
 97   59.53    37.36   19.92   36.28
 98   59.83    37.03   19.94   36.18
 99   59.51    36.90   19.82   37.39
DTC: 60 , AVERAGE U: 35.29
========
DTC: 60 , AVERAGE e: 0.57
No.  T_h_i    T_h_o   T_c_i   T_c_o
  0   59.56    35.65   19.90   37.27
  1   59.83    35.54   19.92   37.69
  2   59.45    35.83   19.87   35.17
  3   59.98    36.79   19.85   37.45
  4   59.40    38.12   19.91   36.50
  5   59.53    38.75   19.98   37.53
  6   59.84    35.93   19.97   37.69
  7   59.62    37.70   19.92   34.52
  8   59.65    38.17   19.82   36.79
  9   59.99    34.89   19.91   37.24
 10   59.44    36.65   19.93   35.84
 11   59.51    35.28   19.99   37.37
 12   59.59    37.54   19.99   35.94
 13   59.41    38.50   19.96   36.67
 14   59.53    38.57   19.85   36.51
 15   59.41    36.32   19.97   34.67
 16   59.43    37.67   19.94   36.78
 17   59.99    37.30   20.00   34.91
 18   59.87    36.12   19.97   37.29
 19   59.80    39.43   19.93   36.67
 20   59.75    38.57   19.95   36.68
 21   59.57    35.78   19.99   37.22
 22   59.89    38.56   19.97   36.70
 23   59.54    37.81   19.92   36.90
 24   59.44    34.38   19.83   36.77
 25   59.86    34.32   19.87   37.20
 26   59.61    37.47   19.90   36.72
 27   59.49    37.16   19.87   37.37
 28   59.45    38.28   20.00   36.70
 29   59.42    35.61   19.97   36.58
 30   59.55    37.88   19.88   36.45
 31   59.57    36.06   19.93   36.58
 32   59.46    36.92   19.84   38.11
 33   59.99    37.18   19.95   36.69
 34   59.86    35.14   19.86   35.12
 35   59.76    36.08   19.92   36.72
 36   59.68    36.35   19.93   36.95
 37   59.96    35.66   19.88   37.84
 38   59.55    36.12   19.92   36.45
 39   59.55    35.83   19.87   37.53
 40   59.61    38.47   19.99   37.17
 41   59.64    36.85   19.99   37.13
 42   59.97    36.81   19.98   37.66
 43   59.74    38.68   19.87   36.18
 44   59.43    36.34   19.82   36.41
 45   59.47    38.18   19.96   36.17
 46   59.74    36.32   19.85   36.95
 47   59.64    34.71   19.95   37.32
 48   59.64    36.30   19.95   37.34
 49   59.60    37.73   19.81   36.96
 50   59.48    37.47   19.80   36.71
 51   59.65    37.12   19.97   37.08
 52   59.73    36.33   19.98   35.73
 53   59.82    35.10   19.83   35.02
 54   59.53    36.87   19.97   37.54
 55   59.44    36.21   19.94   36.92
 56   59.75    36.47   19.80   37.30
 57   59.50    37.72   19.82   36.85
 58   59.40    37.31   19.84   36.19
 59   59.43    35.85   19.90   37.53
 60   59.92    37.38   19.84   37.10
 61   59.44    38.36   19.91   38.09
 62   59.60    39.15   20.00   36.67
 63   59.99    35.44   19.91   35.91
 64   59.89    36.94   19.93   36.75
 65   59.59    37.75   19.98   35.76
 66   59.49    36.67   19.93   37.56
 67   59.48    34.79   19.99   34.54
 68   59.87    34.72   19.83   35.59
 69   59.62    37.24   19.87   35.97
 70   59.71    36.16   19.87   37.01
 71   59.65    35.60   19.97   35.80
 72   59.97    37.29   19.84   37.92
 73   59.47    34.51   19.91   35.29
 74   59.58    35.77   19.90   35.30
 75   59.85    36.72   19.85   36.34
 76   59.41    35.98   19.90   37.50
 77   59.56    36.68   19.97   37.21
 78   59.86    35.83   19.82   37.04
 79   59.51    36.78   19.96   36.32
 80   59.65    38.12   19.93   37.38
 81   59.55    35.89   19.94   35.03
 82   59.69    36.67   19.99   36.74
 83   59.72    39.04   19.87   35.88
 84   59.68    37.54   19.84   36.92
 85   59.53    36.49   19.91   38.07
 86   59.81    36.31   19.93   35.99
 87   59.64    37.55   19.98   38.44
 88   59.97    38.34   19.92   36.44
 89   59.94    37.35   19.89   36.02
 90   59.97    36.77   19.85   37.24
 91   59.52    38.60   19.80   36.55
 92   59.48    37.41   19.98   36.71
 93   59.47    36.67   19.97   35.75
 94   59.58    37.17   19.96   36.27
 95   59.87    38.31   19.91   35.99
 96   59.96    37.86   19.95   36.05
 97   59.43    37.53   19.96   36.87
 98   59.48    37.69   19.87   34.93
 99   59.89    37.79   19.91   38.64
DTC: 60 , AVERAGE U: 35.29
========
DTC: 60 , AVERAGE e: 0.42
No.  T_h_i    T_h_o   T_c_i   T_c_o
  0   59.56    35.65   19.90   37.27
  1   59.83    35.54   19.92   37.69
  2   59.45    35.83   19.87   35.17
  3   59.98    36.79   19.85   37.45
  4   59.40    38.12   19.91   36.50
  5   59.53    38.75   19.98   37.53
  6   59.84    35.93   19.97   37.69
  7   59.62    37.70   19.92   34.52
  8   59.65    38.17   19.82   36.79
  9   59.99    34.89   19.91   37.24
 10   59.44    36.65   19.93   35.84
 11   59.51    35.28   19.99   37.37
 12   59.59    37.54   19.99   35.94
 13   59.41    38.50   19.96   36.67
 14   59.53    38.57   19.85   36.51
 15   59.41    36.32   19.97   34.67
 16   59.43    37.67   19.94   36.78
 17   59.99    37.30   20.00   34.91
 18   59.87    36.12   19.97   37.29
 19   59.80    39.43   19.93   36.67
 20   59.75    38.57   19.95   36.68
 21   59.57    35.78   19.99   37.22
 22   59.89    38.56   19.97   36.70
 23   59.54    37.81   19.92   36.90
 24   59.44    34.38   19.83   36.77
 25   59.86    34.32   19.87   37.20
 26   59.61    37.47   19.90   36.72
 27   59.49    37.16   19.87   37.37
 28   59.45    38.28   20.00   36.70
 29   59.42    35.61   19.97   36.58
 30   59.55    37.88   19.88   36.45
 31   59.57    36.06   19.93   36.58
 32   59.46    36.92   19.84   38.11
 33   59.99    37.18   19.95   36.69
 34   59.86    35.14   19.86   35.12
 35   59.76    36.08   19.92   36.72
 36   59.68    36.35   19.93   36.95
 37   59.96    35.66   19.88   37.84
 38   59.55    36.12   19.92   36.45
 39   59.55    35.83   19.87   37.53
 40   59.61    38.47   19.99   37.17
 41   59.64    36.85   19.99   37.13
 42   59.97    36.81   19.98   37.66
 43   59.74    38.68   19.87   36.18
 44   59.43    36.34   19.82   36.41
 45   59.47    38.18   19.96   36.17
 46   59.74    36.32   19.85   36.95
 47   59.64    34.71   19.95   37.32
 48   59.64    36.30   19.95   37.34
 49   59.60    37.73   19.81   36.96
 50   59.48    37.47   19.80   36.71
 51   59.65    37.12   19.97   37.08
 52   59.73    36.33   19.98   35.73
 53   59.82    35.10   19.83   35.02
 54   59.53    36.87   19.97   37.54
 55   59.44    36.21   19.94   36.92
 56   59.75    36.47   19.80   37.30
 57   59.50    37.72   19.82   36.85
 58   59.40    37.31   19.84   36.19
 59   59.43    35.85   19.90   37.53
 60   59.92    37.38   19.84   37.10
 61   59.44    38.36   19.91   38.09
 62   59.60    39.15   20.00   36.67
 63   59.99    35.44   19.91   35.91
 64   59.89    36.94   19.93   36.75
 65   59.59    37.75   19.98   35.76
 66   59.49    36.67   19.93   37.56
 67   59.48    34.79   19.99   34.54
 68   59.87    34.72   19.83   35.59
 69   59.62    37.24   19.87   35.97
 70   59.71    36.16   19.87   37.01
 71   59.65    35.60   19.97   35.80
 72   59.97    37.29   19.84   37.92
 73   59.47    34.51   19.91   35.29
 74   59.58    35.77   19.90   35.30
 75   59.85    36.72   19.85   36.34
 76   59.41    35.98   19.90   37.50
 77   59.56    36.68   19.97   37.21
 78   59.86    35.83   19.82   37.04
 79   59.51    36.78   19.96   36.32
 80   59.65    38.12   19.93   37.38
 81   59.55    35.89   19.94   35.03
 82   59.69    36.67   19.99   36.74
 83   59.72    39.04   19.87   35.88
 84   59.68    37.54   19.84   36.92
 85   59.53    36.49   19.91   38.07
 86   59.81    36.31   19.93   35.99
 87   59.64    37.55   19.98   38.44
 88   59.97    38.34   19.92   36.44
 89   59.94    37.35   19.89   36.02
 90   59.97    36.77   19.85   37.24
 91   59.52    38.60   19.80   36.55
 92   59.48    37.41   19.98   36.71
 93   59.47    36.67   19.97   35.75
 94   59.58    37.17   19.96   36.27
 95   59.87    38.31   19.91   35.99
 96   59.96    37.86   19.95   36.05
 97   59.43    37.53   19.96   36.87
 98   59.48    37.69   19.87   34.93
 99   59.89    37.79   19.91   38.64
DTC: 60 , AVERAGE U: 34.95
========
DTC: 60 , AVERAGE e: 0.58
No.  T_h_i    T_h_o   T_c_i   T_c_o
  0   59.78    37.09   19.83   38.57
  1   59.48    37.03   19.92   34.74
